Datetime,PowerOut,ArrayPower,Service,DelvrEff,BatSoc,BatDrain,BatPwr,Warn,Month,DayofMonth,DayofYear,AC_Load,DC_Load,Total_Load
2021-01-01 00:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,82.16519033196246,-4.26530612244898,1045.9431912096131,,1,1,1,0.0,3.5,3.5
2021-01-01 01:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,81.8301246301916,-4.26530612244898,1040.8774336438075,,1,1,1,0.0,3.5,3.5
2021-01-01 02:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,81.49480125752123,-4.26530612244898,1035.811068505283,,1,1,1,0.0,3.5,3.5
2021-01-01 03:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,81.15921855781802,-4.26530612244898,1030.7440919292592,,1,1,1,0.0,3.5,3.5
2021-01-01 04:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,80.8233748556631,-4.26530612244898,1025.67650000638,,1,1,1,0.0,3.5,3.5
2021-01-01 05:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,80.48726845602665,-4.26530612244898,1020.6082887819686,,1,1,1,0.0,3.5,3.5
2021-01-01 06:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,80.15089764393538,-4.26530612244898,1015.5394542552666,,1,1,1,0.0,3.5,3.5
2021-01-01 07:00:00-06:00,3.877551020408163,-0.0,1.0,0.0,79.8142606841324,-4.26530612244898,1010.4699923786548,,1,1,1,0.0,3.5,3.5
2021-01-01 08:00:00-06:00,3.877551020408163,25.804524221137825,1.0,0.15026632489630867,81.23203061728852,17.949348415574036,1031.8432024272568,,1,1,1,0.0,3.5,3.5
2021-01-01 09:00:00-06:00,3.877551020408163,79.4845690654221,1.0,0.04878369557764894,86.16673828089809,62.682719119144274,1106.6905069881507,,1,1,1,0.0,3.5,3.5
2021-01-01 10:00:00-06:00,3.877551020408163,114.1222310190591,1.0,0.03397717504979892,93.294606488057,91.54743741384178,1215.9878664214602,,1,1,1,0.0,3.5,3.5
2021-01-01 11:00:00-06:00,3.877551020408163,135.6888187107896,1.0,0.02857679105212691,100.0,109.51959382361719,1320.0,,1,1,1,0.0,3.5,3.5
